,M,So,Ed,Po1,Po2,LF,M.F,Pop,NW,U1,U2,Wealth,Ineq,Prob,Time,Crime
30,0.3620689655172414,0.0,0.17142857142857185,0.08264462809917354,0.11206896551724145,0.3416149068322984,0.81021897810219,0.01818181818181818,0.04275534441805226,0.902777777777778,0.5263157894736842,0.4114713216957606,0.4933333333333333,0.31087472543045425,0.3018854871575558,0.01877649909145972
31,0.10344827586206892,0.0,0.6285714285714289,0.371900826446281,0.3448275862068966,0.6583850931677017,0.2189781021897812,0.5696969696969697,0.19002375296912113,0.4861111111111111,0.6052631578947368,0.8204488778054863,0.2466666666666667,0.3170658258343371,0.588092123468592,0.24954572986069049
32,0.4827586206896551,1.0,0.48571428571428604,0.14876033057851237,0.19827586206896558,0.4968944099378885,0.2773722627737227,0.12121212121212122,0.22090261282660337,0.08333333333333323,0.10526315789473682,0.4339152119700748,0.7133333333333334,0.37730284135194503,0.4182567734145053,0.4421562689279225
33,0.12068965517241369,0.0,0.8857142857142861,0.4297520661157024,0.48275862068965514,0.38509316770186364,0.4087591240875912,0.09090909090909091,0.04513064133016628,0.44444444444444436,0.39473684210526316,0.7506234413965087,0.2666666666666668,0.30024622688301567,0.29873776760333076,0.35190793458509995
34,0.06896551724137938,0.0,0.42857142857142855,0.4297520661157024,0.396551724137931,0.2857142857142859,0.10218978102189727,0.6666666666666666,0.17577197149643706,0.7500000000000001,0.7894736842105263,0.7082294264339152,0.21333333333333337,0.12222773329554312,0.7924800633946316,0.18837068443367655
35,0.5344827586206897,0.0,0.3714285714285716,0.5289256198347108,0.4913793103448277,0.31677018633540394,0.2189781021897812,0.03636363636363636,0.052256532066508314,0.236111111111111,0.47368421052631576,0.6758104738154613,0.18000000000000005,0.0,1.0,0.5632949727437916
36,1.0,1.0,0.0,0.1074380165289256,0.12931034482758622,0.9813664596273292,0.2919708029197083,0.12727272727272726,0.8242280285035629,0.08333333333333323,0.21052631578947364,0.2344139650872818,0.8533333333333332,0.33920853114150074,0.6131889763779528,0.2961841308298001
37,0.24137931034482768,0.0,0.48571428571428604,0.0495867768595041,0.05172413793103453,0.7391304347826085,0.6569343065693436,0.024242424242424242,0.09026128266033255,0.40277777777777785,0.18421052631578952,0.341645885286783,0.6599999999999999,0.41715085382271666,0.14151530779099894,0.13567534827377348
38,0.517241379310345,1.0,0.028571428571428976,0.13223140495867763,0.11206896551724145,0.21739130434782625,0.1386861313868608,0.2,0.3871733966745844,0.2222222222222221,0.39473684210526316,0.26683291770573564,0.8333333333333334,0.356045844257068,0.47485597846595057,0.2931556632344034
39,0.4482758620689655,1.0,0.48571428571428604,0.3057851239669421,0.2844827586206897,0.4968944099378885,0.3430656934306564,0.5636363636363636,0.2945368171021378,0.24999999999999992,0.2894736842105263,0.49875311720698257,0.6799999999999999,0.28254977680153054,0.5377474780508666,0.4900060569351908
40,0.5000000000000001,0.0,1.0,0.22314049586776857,0.21551724137931036,0.7515527950310558,0.4671532846715326,0.03636363636363636,0.040380047505938245,0.19444444444444448,0.0,0.7531172069825436,0.12000000000000004,0.16119889463615109,0.5597500691806495,0.3258631132646881
41,0.37931034482758613,0.0,0.6285714285714289,0.09090909090909087,0.11206896551724145,0.2670807453416151,0.2481751824817514,0.006060606060606061,0.0,0.513888888888889,0.44736842105263164,0.5012468827930174,0.29333333333333333,0.7263161624034578,0.0,0.12113870381586916
42,0.7413793103448275,1.0,0.34285714285714314,0.24793388429752064,0.25000000000000006,0.26086956521739146,0.452554744525547,0.22424242424242424,0.489311163895487,0.04166666666666652,0.18421052631578952,0.5187032418952618,0.6533333333333332,0.42515765606178707,0.6226038338658146,0.29133858267716534
43,0.293103448275862,0.0,0.9714285714285715,0.4132231404958677,0.47413793103448276,0.5838509316770183,0.569343065693431,0.15757575757575756,0.08076009501187649,0.5694444444444445,0.44736842105263164,0.8329177057356608,0.23999999999999994,0.18777014100474743,0.5597500691806495,0.4167171411265899
44,0.34482758620689663,1.0,0.028571428571428976,0.008264462809917324,0.0,0.0,0.2481751824817514,0.09696969696969697,0.1116389548693587,0.902777777777778,0.868421052631579,0.42144638403990026,0.8199999999999998,0.4366718628215121,0.6414932957661443,0.06844336765596608
45,0.12068965517241369,0.0,0.48571428571428604,0.5041322314049586,0.48275862068965514,0.7391304347826085,0.4014598540145989,0.22424242424242424,0.052256532066508314,0.11111111111111105,0.13157894736842105,0.7605985037406484,0.3000000000000001,0.3516084461135124,0.14151530779099894,0.10054512416717142
46,0.18965517241379307,0.0,0.9714285714285715,0.371900826446281,0.4310344827586207,0.888198757763975,0.8394160583941613,0.0,0.04750593824228029,0.5972222222222223,0.5263157894736842,0.7481296758104738,0.22666666666666666,0.4065577836037696,0.1226415687655656,0.30708661417322836
